ลำดับ,ประเภทชุดการแสดง,ชื่อชุดการแสดง,คำอธิบายชุดการแสดง,จำนวนผู้แสดง,ระยะเวลาการแสดง (นาที), ราคาต่อชุด ,ประเภทการแสดง,บริบทย่อย,บริบทหลัก
874,นาฏศิลป์อนุรักษ์,รำประเลง,"เป็นการรำเบิกโรงละครใน อันมีมาแต่โบราณโดยถือกันว่า เป็นประเพณีที่ต้องแสดงก่อนเริ่มการแสดงเรื่องใหญ่ใช้ผู้แสดงแต่งกายยืน เครื่องพระ และสวมหัวเทวดาโล้น ปิดหน้า 2 คน สมมติว่าเป็นเทวดาถือ
หางนกยูงทั้งสองมือ ออกมารำตามทำนองเพลงหน้าพาทย์ ซึ่งอาจใช้เพลงกลมหรือโคมเวียน แล้วออกด้วยเพลงชำนาญ อันเป็นเพลงประกอบอิริยาบถไปมาของผู้มีอิทธิฤทธิ์ศักดิ์สิทธิ์ เพื่อให้เกิดสวัสดิมงคลและ
ปัดรังควาญ ป้องกันเสนียดจัญไร ที่จะเป็นอุปสรรคแก่การแสดงต่อไป",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานเปิดบริษัท,งานมงคล
875,นาฏศิลป์อนุรักษ์,รำประเลง,"เป็นการรำเบิกโรงละครใน อันมีมาแต่โบราณโดยถือกันว่า เป็นประเพณีที่ต้องแสดงก่อนเริ่มการแสดงเรื่องใหญ่ใช้ผู้แสดงแต่งกายยืน เครื่องพระ และสวมหัวเทวดาโล้น ปิดหน้า 2 คน สมมติว่าเป็นเทวดาถือ
หางนกยูงทั้งสองมือ ออกมารำตามทำนองเพลงหน้าพาทย์ ซึ่งอาจใช้เพลงกลมหรือโคมเวียน แล้วออกด้วยเพลงชำนาญ อันเป็นเพลงประกอบอิริยาบถไปมาของผู้มีอิทธิฤทธิ์ศักดิ์สิทธิ์ เพื่อให้เกิดสวัสดิมงคลและ
ปัดรังควาญ ป้องกันเสนียดจัญไร ที่จะเป็นอุปสรรคแก่การแสดงต่อไป",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานบวงสรวง,งานมงคล
876,นาฏศิลป์อนุรักษ์,รำประเลง,"เป็นการรำเบิกโรงละครใน อันมีมาแต่โบราณโดยถือกันว่า เป็นประเพณีที่ต้องแสดงก่อนเริ่มการแสดงเรื่องใหญ่ใช้ผู้แสดงแต่งกายยืน เครื่องพระ และสวมหัวเทวดาโล้น ปิดหน้า 2 คน สมมติว่าเป็นเทวดาถือ
หางนกยูงทั้งสองมือ ออกมารำตามทำนองเพลงหน้าพาทย์ ซึ่งอาจใช้เพลงกลมหรือโคมเวียน แล้วออกด้วยเพลงชำนาญ อันเป็นเพลงประกอบอิริยาบถไปมาของผู้มีอิทธิฤทธิ์ศักดิ์สิทธิ์ เพื่อให้เกิดสวัสดิมงคลและ
ปัดรังควาญ ป้องกันเสนียดจัญไร ที่จะเป็นอุปสรรคแก่การแสดงต่อไป",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานไหว้ครู,งานมงคล
877,นาฏศิลป์อนุรักษ์,รำประเลง,"เป็นการรำเบิกโรงละครใน อันมีมาแต่โบราณโดยถือกันว่า เป็นประเพณีที่ต้องแสดงก่อนเริ่มการแสดงเรื่องใหญ่ใช้ผู้แสดงแต่งกายยืน เครื่องพระ และสวมหัวเทวดาโล้น ปิดหน้า 2 คน สมมติว่าเป็นเทวดาถือ
หางนกยูงทั้งสองมือ ออกมารำตามทำนองเพลงหน้าพาทย์ ซึ่งอาจใช้เพลงกลมหรือโคมเวียน แล้วออกด้วยเพลงชำนาญ อันเป็นเพลงประกอบอิริยาบถไปมาของผู้มีอิทธิฤทธิ์ศักดิ์สิทธิ์ เพื่อให้เกิดสวัสดิมงคลและ
ปัดรังควาญ ป้องกันเสนียดจัญไร ที่จะเป็นอุปสรรคแก่การแสดงต่อไป",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,การเผยแพร่วัฒนธรรมในประเทศ,งานเผยแพร่วัฒนธรรม
878,นาฏศิลป์อนุรักษ์,รำประเลง,"เป็นการรำเบิกโรงละครใน อันมีมาแต่โบราณโดยถือกันว่า เป็นประเพณีที่ต้องแสดงก่อนเริ่มการแสดงเรื่องใหญ่ใช้ผู้แสดงแต่งกายยืน เครื่องพระ และสวมหัวเทวดาโล้น ปิดหน้า 2 คน สมมติว่าเป็นเทวดาถือ
หางนกยูงทั้งสองมือ ออกมารำตามทำนองเพลงหน้าพาทย์ ซึ่งอาจใช้เพลงกลมหรือโคมเวียน แล้วออกด้วยเพลงชำนาญ อันเป็นเพลงประกอบอิริยาบถไปมาของผู้มีอิทธิฤทธิ์ศักดิ์สิทธิ์ เพื่อให้เกิดสวัสดิมงคลและ
ปัดรังควาญ ป้องกันเสนียดจัญไร ที่จะเป็นอุปสรรคแก่การแสดงต่อไป",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,วันวิสาขบูชา,งานวันสำคัญทางศาสนา
879,นาฏศิลป์อนุรักษ์,รำประเลง,"เป็นการรำเบิกโรงละครใน อันมีมาแต่โบราณโดยถือกันว่า เป็นประเพณีที่ต้องแสดงก่อนเริ่มการแสดงเรื่องใหญ่ใช้ผู้แสดงแต่งกายยืน เครื่องพระ และสวมหัวเทวดาโล้น ปิดหน้า 2 คน สมมติว่าเป็นเทวดาถือ
หางนกยูงทั้งสองมือ ออกมารำตามทำนองเพลงหน้าพาทย์ ซึ่งอาจใช้เพลงกลมหรือโคมเวียน แล้วออกด้วยเพลงชำนาญ อันเป็นเพลงประกอบอิริยาบถไปมาของผู้มีอิทธิฤทธิ์ศักดิ์สิทธิ์ เพื่อให้เกิดสวัสดิมงคลและ
ปัดรังควาญ ป้องกันเสนียดจัญไร ที่จะเป็นอุปสรรคแก่การแสดงต่อไป",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,วันเข้าพรรษา,งานวันสำคัญทางศาสนา
880,นาฏศิลป์อนุรักษ์,รำประเลง,"เป็นการรำเบิกโรงละครใน อันมีมาแต่โบราณโดยถือกันว่า เป็นประเพณีที่ต้องแสดงก่อนเริ่มการแสดงเรื่องใหญ่ใช้ผู้แสดงแต่งกายยืน เครื่องพระ และสวมหัวเทวดาโล้น ปิดหน้า 2 คน สมมติว่าเป็นเทวดาถือ
หางนกยูงทั้งสองมือ ออกมารำตามทำนองเพลงหน้าพาทย์ ซึ่งอาจใช้เพลงกลมหรือโคมเวียน แล้วออกด้วยเพลงชำนาญ อันเป็นเพลงประกอบอิริยาบถไปมาของผู้มีอิทธิฤทธิ์ศักดิ์สิทธิ์ เพื่อให้เกิดสวัสดิมงคลและ
ปัดรังควาญ ป้องกันเสนียดจัญไร ที่จะเป็นอุปสรรคแก่การแสดงต่อไป",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,วันออกพรรษา,งานวันสำคัญทางศาสนา
881,นาฏศิลป์อนุรักษ์,รำประเลง,"เป็นการรำเบิกโรงละครใน อันมีมาแต่โบราณโดยถือกันว่า เป็นประเพณีที่ต้องแสดงก่อนเริ่มการแสดงเรื่องใหญ่ใช้ผู้แสดงแต่งกายยืน เครื่องพระ และสวมหัวเทวดาโล้น ปิดหน้า 2 คน สมมติว่าเป็นเทวดาถือ
หางนกยูงทั้งสองมือ ออกมารำตามทำนองเพลงหน้าพาทย์ ซึ่งอาจใช้เพลงกลมหรือโคมเวียน แล้วออกด้วยเพลงชำนาญ อันเป็นเพลงประกอบอิริยาบถไปมาของผู้มีอิทธิฤทธิ์ศักดิ์สิทธิ์ เพื่อให้เกิดสวัสดิมงคลและ
ปัดรังควาญ ป้องกันเสนียดจัญไร ที่จะเป็นอุปสรรคแก่การแสดงต่อไป",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานสวดมนต์ข้ามปี,งานวันสำคัญทางศาสนา
882,นาฏศิลป์อนุรักษ์,รำประเลง,"เป็นการรำเบิกโรงละครใน อันมีมาแต่โบราณโดยถือกันว่า เป็นประเพณีที่ต้องแสดงก่อนเริ่มการแสดงเรื่องใหญ่ใช้ผู้แสดงแต่งกายยืน เครื่องพระ และสวมหัวเทวดาโล้น ปิดหน้า 2 คน สมมติว่าเป็นเทวดาถือ
หางนกยูงทั้งสองมือ ออกมารำตามทำนองเพลงหน้าพาทย์ ซึ่งอาจใช้เพลงกลมหรือโคมเวียน แล้วออกด้วยเพลงชำนาญ อันเป็นเพลงประกอบอิริยาบถไปมาของผู้มีอิทธิฤทธิ์ศักดิ์สิทธิ์ เพื่อให้เกิดสวัสดิมงคลและ
ปัดรังควาญ ป้องกันเสนียดจัญไร ที่จะเป็นอุปสรรคแก่การแสดงต่อไป",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานเทศมหาชาติ,งานวันสำคัญทางศาสนา
883,นาฏศิลป์อนุรักษ์,รำประเลง,"เป็นการรำเบิกโรงละครใน อันมีมาแต่โบราณโดยถือกันว่า เป็นประเพณีที่ต้องแสดงก่อนเริ่มการแสดงเรื่องใหญ่ใช้ผู้แสดงแต่งกายยืน เครื่องพระ และสวมหัวเทวดาโล้น ปิดหน้า 2 คน สมมติว่าเป็นเทวดาถือ
หางนกยูงทั้งสองมือ ออกมารำตามทำนองเพลงหน้าพาทย์ ซึ่งอาจใช้เพลงกลมหรือโคมเวียน แล้วออกด้วยเพลงชำนาญ อันเป็นเพลงประกอบอิริยาบถไปมาของผู้มีอิทธิฤทธิ์ศักดิ์สิทธิ์ เพื่อให้เกิดสวัสดิมงคลและ
ปัดรังควาญ ป้องกันเสนียดจัญไร ที่จะเป็นอุปสรรคแก่การแสดงต่อไป",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานประชุมสงฆ์,งานวันสำคัญทางศาสนา
884,นาฏศิลป์อนุรักษ์,รำฝรั่งคู่,"รำฝรั่งคู่ เป็นการแสดงรำคู่ชุดหนึ่ง ผู้แสดงร่ายรำด้วยลีลาประกอบทำนอง
เพลงฝรั่งรำเท้า ตะเขิ่ง เจ้าเซ็น เพลงเร็ว เพลงฉิ่ง จีนรัว จีนรำพัดและจีนถอน
แต่งกายยืนเครื่องพระ-นาง มือทั้งสองถือพัดประกอบการร่ายรำ ในช่วงท้ายของการแสดง",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานต้อนรับอาคันตุกะ,งานรัฐพิธี
885,นาฏศิลป์อนุรักษ์,รำฝรั่งคู่,"รำฝรั่งคู่ เป็นการแสดงรำคู่ชุดหนึ่ง ผู้แสดงร่ายรำด้วยลีลาประกอบทำนอง
เพลงฝรั่งรำเท้า ตะเขิ่ง เจ้าเซ็น เพลงเร็ว เพลงฉิ่ง จีนรัว จีนรำพัดและจีนถอน
แต่งกายยืนเครื่องพระ-นาง มือทั้งสองถือพัดประกอบการร่ายรำ ในช่วงท้ายของการแสดง",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานสโมสรสันนิบาต,งานรัฐพิธี
886,นาฏศิลป์อนุรักษ์,รำฝรั่งคู่,"รำฝรั่งคู่ เป็นการแสดงรำคู่ชุดหนึ่ง ผู้แสดงร่ายรำด้วยลีลาประกอบทำนอง
เพลงฝรั่งรำเท้า ตะเขิ่ง เจ้าเซ็น เพลงเร็ว เพลงฉิ่ง จีนรัว จีนรำพัดและจีนถอน
แต่งกายยืนเครื่องพระ-นาง มือทั้งสองถือพัดประกอบการร่ายรำ ในช่วงท้ายของการแสดง",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานเฉลิมพระชนมพรรษาพระบรมวงศานุวงศ์,งานราชพิธี
887,นาฏศิลป์อนุรักษ์,รำฝรั่งคู่,"รำฝรั่งคู่ เป็นการแสดงรำคู่ชุดหนึ่ง ผู้แสดงร่ายรำด้วยลีลาประกอบทำนอง
เพลงฝรั่งรำเท้า ตะเขิ่ง เจ้าเซ็น เพลงเร็ว เพลงฉิ่ง จีนรัว จีนรำพัดและจีนถอน
แต่งกายยืนเครื่องพระ-นาง มือทั้งสองถือพัดประกอบการร่ายรำ ในช่วงท้ายของการแสดง",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,การเผยแพร่วัฒนธรรมในประเทศ,งานเผยแพร่วัฒนธรรม
888,นาฏศิลป์อนุรักษ์,รำพลายชุมพล,"การรำพลายชุมพลแต่งตัวเป็นการรำเดี่ยวที่อยู่ในละครเสภา เรื่องขุนช้างขุนแผน ตอนพระไวยแตกทัพ  ในตอนนี้ได้กล่าวถึงพลายชุมพล จะออกไปทำศึกกับพระไวย โดยปลอมตัวเป็นมอญไปออกรบกับ
พระไวย เพื่อหวังคิดแก้แค้นที่พระไวยเคยมีวาจาล่วงเกินตน ใช้ทำนองเพลงมอญดูดาวประกอบถึงเนื้อเรื่องบรรยายถึงการแต่งตัว แสดงให้เห็นถึงความองอาจสง่างามของตัวละครพลายชุมพล",1,10," 2,000 ",การแสดง ระบำ รำ ฟ้อน,งานสวดอภิธรรม,งานอวมงคล
889,นาฏศิลป์อนุรักษ์,รำพลายชุมพล,"การรำพลายชุมพลแต่งตัวเป็นการรำเดี่ยวที่อยู่ในละครเสภา เรื่องขุนช้างขุนแผน ตอนพระไวยแตกทัพ  ในตอนนี้ได้กล่าวถึงพลายชุมพล จะออกไปทำศึกกับพระไวย โดยปลอมตัวเป็นมอญไปออกรบกับ
พระไวย เพื่อหวังคิดแก้แค้นที่พระไวยเคยมีวาจาล่วงเกินตน ใช้ทำนองเพลงมอญดูดาวประกอบถึงเนื้อเรื่องบรรยายถึงการแต่งตัว แสดงให้เห็นถึงความองอาจสง่างามของตัวละครพลายชุมพล",1,10," 2,000 ",การแสดง ระบำ รำ ฟ้อน,งานพระราชทานเพลิงศพ,งานอวมงคล
890,นาฏศิลป์อนุรักษ์,รำพลายชุมพล,"การรำพลายชุมพลแต่งตัวเป็นการรำเดี่ยวที่อยู่ในละครเสภา เรื่องขุนช้างขุนแผน ตอนพระไวยแตกทัพ  ในตอนนี้ได้กล่าวถึงพลายชุมพล จะออกไปทำศึกกับพระไวย โดยปลอมตัวเป็นมอญไปออกรบกับ
พระไวย เพื่อหวังคิดแก้แค้นที่พระไวยเคยมีวาจาล่วงเกินตน ใช้ทำนองเพลงมอญดูดาวประกอบถึงเนื้อเรื่องบรรยายถึงการแต่งตัว แสดงให้เห็นถึงความองอาจสง่างามของตัวละครพลายชุมพล",1,10," 2,000 ",การแสดง ระบำ รำ ฟ้อน,งานฌาปนกิจศพ,งานอวมงคล
891,นาฏศิลป์อนุรักษ์,รำพลายชุมพล,"การรำพลายชุมพลแต่งตัวเป็นการรำเดี่ยวที่อยู่ในละครเสภา เรื่องขุนช้างขุนแผน ตอนพระไวยแตกทัพ  ในตอนนี้ได้กล่าวถึงพลายชุมพล จะออกไปทำศึกกับพระไวย โดยปลอมตัวเป็นมอญไปออกรบกับ
พระไวย เพื่อหวังคิดแก้แค้นที่พระไวยเคยมีวาจาล่วงเกินตน ใช้ทำนองเพลงมอญดูดาวประกอบถึงเนื้อเรื่องบรรยายถึงการแต่งตัว แสดงให้เห็นถึงความองอาจสง่างามของตัวละครพลายชุมพล",1,10," 2,000 ",การแสดง ระบำ รำ ฟ้อน,การเผยแพร่วัฒนธรรมในประเทศ,งานเผยแพร่วัฒนธรรม
892,นาฏศิลป์อนุรักษ์,รำมโนห์ราบูชายัญ,"รำมโนห์ราบูชายัญ เป็นการแสดจร้าเดี่ยว กล่าวถึงนาจบโนห์รา
มนุษย์ผู้หญิงที่มีปีกหางประดุจนก การแสดงมุ่งมุ่งเน้นลีลาการร่ายรำรอบกองไฟ ในพิธีบูชายัญก่อนบินหนีกลับไปยังเขาไกรลาส",1,8," 3,500 ",การแสดง ระบำ รำ ฟ้อน,งานสวดอภิธรรม,งานอวมงคล
893,นาฏศิลป์อนุรักษ์,รำมโนห์ราบูชายัญ,"รำมโนห์ราบูชายัญ เป็นการแสดจร้าเดี่ยว กล่าวถึงนาจบโนห์รา
มนุษย์ผู้หญิงที่มีปีกหางประดุจนก การแสดงมุ่งมุ่งเน้นลีลาการร่ายรำรอบกองไฟ ในพิธีบูชายัญก่อนบินหนีกลับไปยังเขาไกรลาส",1,8," 3,500 ",การแสดง ระบำ รำ ฟ้อน,งานพระราชทานเพลิงศพ,งานอวมงคล
894,นาฏศิลป์อนุรักษ์,รำมโนห์ราบูชายัญ,"รำมโนห์ราบูชายัญ เป็นการแสดจร้าเดี่ยว กล่าวถึงนาจบโนห์รา
มนุษย์ผู้หญิงที่มีปีกหางประดุจนก การแสดงมุ่งมุ่งเน้นลีลาการร่ายรำรอบกองไฟ ในพิธีบูชายัญก่อนบินหนีกลับไปยังเขาไกรลาส",1,8," 3,500 ",การแสดง ระบำ รำ ฟ้อน,งานฌาปนกิจศพ,งานอวมงคล
895,นาฏศิลป์อนุรักษ์,รำมโนห์ราบูชายัญ,"รำมโนห์ราบูชายัญ เป็นการแสดจร้าเดี่ยว กล่าวถึงนาจบโนห์รา
มนุษย์ผู้หญิงที่มีปีกหางประดุจนก การแสดงมุ่งมุ่งเน้นลีลาการร่ายรำรอบกองไฟ ในพิธีบูชายัญก่อนบินหนีกลับไปยังเขาไกรลาส",1,8," 3,500 ",การแสดง ระบำ รำ ฟ้อน,การเผยแพร่วัฒนธรรมในประเทศ,งานเผยแพร่วัฒนธรรม
896,นาฏศิลป์อนุรักษ์,รำมโนห์ราบูชายัญ,"รำมโนห์ราบูชายัญ เป็นการแสดจร้าเดี่ยว กล่าวถึงนาจบโนห์รา
มนุษย์ผู้หญิงที่มีปีกหางประดุจนก การแสดงมุ่งมุ่งเน้นลีลาการร่ายรำรอบกองไฟ ในพิธีบูชายัญก่อนบินหนีกลับไปยังเขาไกรลาส",1,8," 3,500 ",การแสดง ระบำ รำ ฟ้อน,การเผยแพร่วัฒนธรรมต่างประเทศ,งานเผยแพร่วัฒนธรรม
897,นาฏศิลป์อนุรักษ์,รำแม่บท,"รำแม่บท เป็นรำมาตรฐาน ใช้สำหรับการฝึกหัดเบื้องต้นด้านนาฏศิลป์ไทย
บทร้องกำหนดชื่อท่ารำไว้อย่างชัดเจน แต่งกายยืนเครื่องพระ-นาง
รำแม่บทนี้เป็นต้นแบบบในการสร้างกระบวนท่ารำในการแสดชุดต่าง ๆ",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,การเผยแพร่วัฒนธรรมในประเทศ,งานเผยแพร่วัฒนธรรม
898,นาฏศิลป์อนุรักษ์,หนุมานจับนางเบญกาย,"หนุมานจับนางเบญกาย เป็นการแสดงชุดหนึ่งอยู่ในการแสดงโขน
เรื่องรามเกียรติ์ แสดงถึงลีลาร่ายรําในการไล่ติดตามและเกี้ยวพาราสีระหว่างหนุมาน
ซึ่งเป็นวานรกับนางเบญกายซึ่งเป็นยักษิณี จากมูลเหตุที่นางเบญกาย
ได้รับคำสั่งจากทศกัณฐ์ให้ปลอมเป็นนางสีดาแสร้งตายลอยน้ำเป็นอุบาย 
ให้พระรามยกทัพกลับไป แต่ถูกพิสูจน์เพื่อหาตัวตนแท้จริงโดยการ
นําไปเผาไฟ เมื่อนางทนต่อความร้อนไม่ได้จึงคืนร่างกลับดังเดิม
แล้วพยายามเหาะหลบหนี แต่หนุมานไล่ตามจับไว้ได้ ",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานต้อนรับอาคันตุกะ,งานรัฐพิธี
899,นาฏศิลป์อนุรักษ์,หนุมานจับนางเบญกาย,"หนุมานจับนางเบญกาย เป็นการแสดงชุดหนึ่งอยู่ในการแสดงโขน
เรื่องรามเกียรติ์ แสดงถึงลีลาร่ายรําในการไล่ติดตามและเกี้ยวพาราสีระหว่างหนุมาน
ซึ่งเป็นวานรกับนางเบญกายซึ่งเป็นยักษิณี จากมูลเหตุที่นางเบญกาย
ได้รับคำสั่งจากทศกัณฐ์ให้ปลอมเป็นนางสีดาแสร้งตายลอยน้ำเป็นอุบาย 
ให้พระรามยกทัพกลับไป แต่ถูกพิสูจน์เพื่อหาตัวตนแท้จริงโดยการ
นําไปเผาไฟ เมื่อนางทนต่อความร้อนไม่ได้จึงคืนร่างกลับดังเดิม
แล้วพยายามเหาะหลบหนี แต่หนุมานไล่ตามจับไว้ได้ ",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานทำบุญ,งานมงคล
900,นาฏศิลป์อนุรักษ์,หนุมานจับนางเบญกาย,"หนุมานจับนางเบญกาย เป็นการแสดงชุดหนึ่งอยู่ในการแสดงโขน
เรื่องรามเกียรติ์ แสดงถึงลีลาร่ายรําในการไล่ติดตามและเกี้ยวพาราสีระหว่างหนุมาน
ซึ่งเป็นวานรกับนางเบญกายซึ่งเป็นยักษิณี จากมูลเหตุที่นางเบญกาย
ได้รับคำสั่งจากทศกัณฐ์ให้ปลอมเป็นนางสีดาแสร้งตายลอยน้ำเป็นอุบาย 
ให้พระรามยกทัพกลับไป แต่ถูกพิสูจน์เพื่อหาตัวตนแท้จริงโดยการ
นําไปเผาไฟ เมื่อนางทนต่อความร้อนไม่ได้จึงคืนร่างกลับดังเดิม
แล้วพยายามเหาะหลบหนี แต่หนุมานไล่ตามจับไว้ได้ ",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานวันเกิด,งานมงคล
901,นาฏศิลป์อนุรักษ์,หนุมานจับนางเบญกาย,"หนุมานจับนางเบญกาย เป็นการแสดงชุดหนึ่งอยู่ในการแสดงโขน
เรื่องรามเกียรติ์ แสดงถึงลีลาร่ายรําในการไล่ติดตามและเกี้ยวพาราสีระหว่างหนุมาน
ซึ่งเป็นวานรกับนางเบญกายซึ่งเป็นยักษิณี จากมูลเหตุที่นางเบญกาย
ได้รับคำสั่งจากทศกัณฐ์ให้ปลอมเป็นนางสีดาแสร้งตายลอยน้ำเป็นอุบาย 
ให้พระรามยกทัพกลับไป แต่ถูกพิสูจน์เพื่อหาตัวตนแท้จริงโดยการ
นําไปเผาไฟ เมื่อนางทนต่อความร้อนไม่ได้จึงคืนร่างกลับดังเดิม
แล้วพยายามเหาะหลบหนี แต่หนุมานไล่ตามจับไว้ได้ ",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานแต่งงาน,งานมงคล
902,นาฏศิลป์อนุรักษ์,หนุมานจับนางเบญกาย,"หนุมานจับนางเบญกาย เป็นการแสดงชุดหนึ่งอยู่ในการแสดงโขน
เรื่องรามเกียรติ์ แสดงถึงลีลาร่ายรําในการไล่ติดตามและเกี้ยวพาราสีระหว่างหนุมาน
ซึ่งเป็นวานรกับนางเบญกายซึ่งเป็นยักษิณี จากมูลเหตุที่นางเบญกาย
ได้รับคำสั่งจากทศกัณฐ์ให้ปลอมเป็นนางสีดาแสร้งตายลอยน้ำเป็นอุบาย 
ให้พระรามยกทัพกลับไป แต่ถูกพิสูจน์เพื่อหาตัวตนแท้จริงโดยการ
นําไปเผาไฟ เมื่อนางทนต่อความร้อนไม่ได้จึงคืนร่างกลับดังเดิม
แล้วพยายามเหาะหลบหนี แต่หนุมานไล่ตามจับไว้ได้ ",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานขึ้นบ้านใหม่,งานมงคล
903,นาฏศิลป์อนุรักษ์,หนุมานจับนางเบญกาย,"หนุมานจับนางเบญกาย เป็นการแสดงชุดหนึ่งอยู่ในการแสดงโขน
เรื่องรามเกียรติ์ แสดงถึงลีลาร่ายรําในการไล่ติดตามและเกี้ยวพาราสีระหว่างหนุมาน
ซึ่งเป็นวานรกับนางเบญกายซึ่งเป็นยักษิณี จากมูลเหตุที่นางเบญกาย
ได้รับคำสั่งจากทศกัณฐ์ให้ปลอมเป็นนางสีดาแสร้งตายลอยน้ำเป็นอุบาย 
ให้พระรามยกทัพกลับไป แต่ถูกพิสูจน์เพื่อหาตัวตนแท้จริงโดยการ
นําไปเผาไฟ เมื่อนางทนต่อความร้อนไม่ได้จึงคืนร่างกลับดังเดิม
แล้วพยายามเหาะหลบหนี แต่หนุมานไล่ตามจับไว้ได้ ",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานเปิดบริษัท,งานมงคล
904,นาฏศิลป์อนุรักษ์,หนุมานจับนางเบญกาย,"หนุมานจับนางเบญกาย เป็นการแสดงชุดหนึ่งอยู่ในการแสดงโขน
เรื่องรามเกียรติ์ แสดงถึงลีลาร่ายรําในการไล่ติดตามและเกี้ยวพาราสีระหว่างหนุมาน
ซึ่งเป็นวานรกับนางเบญกายซึ่งเป็นยักษิณี จากมูลเหตุที่นางเบญกาย
ได้รับคำสั่งจากทศกัณฐ์ให้ปลอมเป็นนางสีดาแสร้งตายลอยน้ำเป็นอุบาย 
ให้พระรามยกทัพกลับไป แต่ถูกพิสูจน์เพื่อหาตัวตนแท้จริงโดยการ
นําไปเผาไฟ เมื่อนางทนต่อความร้อนไม่ได้จึงคืนร่างกลับดังเดิม
แล้วพยายามเหาะหลบหนี แต่หนุมานไล่ตามจับไว้ได้ ",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานบวงสรวง,งานมงคล
905,นาฏศิลป์อนุรักษ์,หนุมานจับนางเบญกาย,"หนุมานจับนางเบญกาย เป็นการแสดงชุดหนึ่งอยู่ในการแสดงโขน
เรื่องรามเกียรติ์ แสดงถึงลีลาร่ายรําในการไล่ติดตามและเกี้ยวพาราสีระหว่างหนุมาน
ซึ่งเป็นวานรกับนางเบญกายซึ่งเป็นยักษิณี จากมูลเหตุที่นางเบญกาย
ได้รับคำสั่งจากทศกัณฐ์ให้ปลอมเป็นนางสีดาแสร้งตายลอยน้ำเป็นอุบาย 
ให้พระรามยกทัพกลับไป แต่ถูกพิสูจน์เพื่อหาตัวตนแท้จริงโดยการ
นําไปเผาไฟ เมื่อนางทนต่อความร้อนไม่ได้จึงคืนร่างกลับดังเดิม
แล้วพยายามเหาะหลบหนี แต่หนุมานไล่ตามจับไว้ได้ ",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานไหว้ครู,งานมงคล
906,นาฏศิลป์อนุรักษ์,หนุมานจับนางเบญกาย,"หนุมานจับนางเบญกาย เป็นการแสดงชุดหนึ่งอยู่ในการแสดงโขน
เรื่องรามเกียรติ์ แสดงถึงลีลาร่ายรําในการไล่ติดตามและเกี้ยวพาราสีระหว่างหนุมาน
ซึ่งเป็นวานรกับนางเบญกายซึ่งเป็นยักษิณี จากมูลเหตุที่นางเบญกาย
ได้รับคำสั่งจากทศกัณฐ์ให้ปลอมเป็นนางสีดาแสร้งตายลอยน้ำเป็นอุบาย 
ให้พระรามยกทัพกลับไป แต่ถูกพิสูจน์เพื่อหาตัวตนแท้จริงโดยการ
นําไปเผาไฟ เมื่อนางทนต่อความร้อนไม่ได้จึงคืนร่างกลับดังเดิม
แล้วพยายามเหาะหลบหนี แต่หนุมานไล่ตามจับไว้ได้ ",2,10," 4,000 ",การแสดง ระบำ รำ ฟ้อน,งานสวดอภิธรรม,งานอวมงคล
