Words,lvl1,lvl2,lvl3,agreement,n_models,consensus_label,artifact_id
หอกโมกขศักดิ์,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,0.75,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > พัสตราภรณ์และเครื่องแต่งกาย > ระเบียบการแต่งกายและอาวุธจำลอง
หางนกยูง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,0.5,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > พัสตราภรณ์และเครื่องแต่งกาย > ระเบียบการแต่งกายและอาวุธจำลอง
หายตัว,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,1.0,4,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||คติความเชื่อและไสยศาสตร์||การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม > คติความเชื่อและไสยศาสตร์ > การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ
องคต,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,0.75,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > ตัวละครหลักและบทบาทในบทละคร
องค์ปะตาระกาหลา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,0.75,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > เทวปกรณ์ อสูร และอมนุษย์
อนุชา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม,ฐานันดรศักดิ์และระบบเครือญาติ,0.5,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม||ฐานันดรศักดิ์และระบบเครือญาติ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม > ฐานันดรศักดิ์และระบบเครือญาติ
อยุธยา,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,0.75,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > เขตปกครองและภูมิภาค
อวตาร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,1.0,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > เทวปกรณ์ อสูร และอมนุษย์
อสูร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,1.0,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > เทวปกรณ์ อสูร และอมนุษย์
ออกรบ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ยุคสมัยและเหตุการณ์สำคัญ > ลำดับเวลาและประวัติศาสตร์การสงคราม
ออกศึก,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ยุคสมัยและเหตุการณ์สำคัญ > ลำดับเวลาและประวัติศาสตร์การสงคราม
ออกอุบาย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,0.75,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > ตัวละครหลักและบทบาทในบทละคร
ออกเดินทาง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.75,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > วิถีชีวิตและพฤติกรรมทางสังคม > จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต
อัญมณี,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,1.0,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||วัสดุและอัญมณี||วัสดุธรรมชาติและรัตนชาติ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > วัสดุและอัญมณี > วัสดุธรรมชาติและรัตนชาติ
อาจารย์,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,1.0,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > โครงสร้างสังคมและบุคคลสำคัญ > ฐานันดรศักดิ์และบทบาททางสังคม
อาณาประชาราษฎร์,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,0.75,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > โครงสร้างสังคมและบุคคลสำคัญ > ฐานันดรศักดิ์และบทบาททางสังคม
อาวุธ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,0.75,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > พัสตราภรณ์และเครื่องแต่งกาย > ระเบียบการแต่งกายและอาวุธจำลอง
อาสา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.75,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > วิถีชีวิตและพฤติกรรมทางสังคม > จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต
อาหาร,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,1.0,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและระบบเศรษฐกิจ||การประกอบอาชีพและโภชนาการ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > วิถีชีวิตและระบบเศรษฐกิจ > การประกอบอาชีพและโภชนาการ
อิทธิฤทธิ์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,1.0,4,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||คติความเชื่อและไสยศาสตร์||การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม > คติความเชื่อและไสยศาสตร์ > การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ
อินทรชิต,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,0.75,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > เทวปกรณ์ อสูร และอมนุษย์
อินทราภิเษก,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,0.75,4,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||จารีตประเพณีและพิธีกรรม||พิธีการสำคัญและจารีตทางสังคม,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม > จารีตประเพณีและพิธีกรรม > พิธีการสำคัญและจารีตทางสังคม
อินเดีย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,0.75,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > เขตปกครองและภูมิภาค
อินโดนีเซีย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > เขตปกครองและภูมิภาค
อิเหนา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,0.75,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > ตัวละครหลักและบทบาทในบทละคร
อีสาน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > เขตปกครองและภูมิภาค
อุณรุท,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,1.0,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > ตัวละครหลักและบทบาทในบทละคร
อุปราช,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,0.75,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > โครงสร้างสังคมและบุคคลสำคัญ > ฐานันดรศักดิ์และบทบาททางสังคม
อุษา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,0.5,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > ตัวละครหลักและบทบาทในบทละคร
ฮินดู,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,1.0,4,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||ระบบความเชื่อและศาสนา||คติทางศาสนาและสิ่งศักดิ์สิทธิ์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม > ระบบความเชื่อและศาสนา > คติทางศาสนาและสิ่งศักดิ์สิทธิ์
เกราะลอ,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,0.5,4,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||เครื่องดนตรีและวงดนตรี,ศิลปะการแสดงและดนตรี > ดุริยางคศิลป์และคีตศิลป์ > เครื่องดนตรีและวงดนตรี
เกษตรกรรม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,1.0,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและระบบเศรษฐกิจ||การประกอบอาชีพและโภชนาการ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > วิถีชีวิตและระบบเศรษฐกิจ > การประกอบอาชีพและโภชนาการ
เกียรติศักดิ์ไทย,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,0.25,4,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,ศิลปะการแสดงและดนตรี > ดุริยางคศิลป์และคีตศิลป์ > ระเบียบวิธีทางดนตรีและประเภทบทเพลง
เขาสัตภัณฑ์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > พื้นที่ในคติความเชื่อและประวัติศาสตร์
เขาอังกาศ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.75,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > พื้นที่ในคติความเชื่อและประวัติศาสตร์
เขาไกรลาส,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.5,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > พื้นที่ในคติความเชื่อและประวัติศาสตร์
เขาไกลลาศ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.75,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > พื้นที่ในคติความเชื่อและประวัติศาสตร์
เขี้ยวแก้ว,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,0.25,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||สถาปัตยกรรมและพุทธศิลป์||ศาสนสถานและปูชนียวัตถุ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > สถาปัตยกรรมและพุทธศิลป์ > ศาสนสถานและปูชนียวัตถุ
เข้าเฝ้า,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,0.75,4,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||จารีตประเพณีและพิธีกรรม||พิธีการสำคัญและจารีตทางสังคม,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม > จารีตประเพณีและพิธีกรรม > พิธีการสำคัญและจารีตทางสังคม
เครื่องดนตรีตะวันตก,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,1.0,4,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||เครื่องดนตรีและวงดนตรี,ศิลปะการแสดงและดนตรี > ดุริยางคศิลป์และคีตศิลป์ > เครื่องดนตรีและวงดนตรี
เครื่องดนตรีพื้นบ้าน,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,1.0,4,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||เครื่องดนตรีและวงดนตรี,ศิลปะการแสดงและดนตรี > ดุริยางคศิลป์และคีตศิลป์ > เครื่องดนตรีและวงดนตรี
เครื่องดนตรีพื้นเมือง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,1.0,4,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||เครื่องดนตรีและวงดนตรี,ศิลปะการแสดงและดนตรี > ดุริยางคศิลป์และคีตศิลป์ > เครื่องดนตรีและวงดนตรี
เครื่องประกอบจังหวะ,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,1.0,4,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||เครื่องดนตรีและวงดนตรี,ศิลปะการแสดงและดนตรี > ดุริยางคศิลป์และคีตศิลป์ > เครื่องดนตรีและวงดนตรี
เครื่องประดับ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,0.75,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > พัสตราภรณ์และเครื่องแต่งกาย > ระเบียบการแต่งกายและอาวุธจำลอง
เครื่องแบบ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,1.0,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > พัสตราภรณ์และเครื่องแต่งกาย > ระเบียบการแต่งกายและอาวุธจำลอง
เคลื่อนไหว,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,1.0,4,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,ศิลปะการแสดงและดนตรี > นาฏยศิลป์และการแสดง > กระบวนท่ารำและจารีตการแสดง
เจ้าดารารัศมี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,0.5,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > ตัวละครหลักและบทบาทในบทละคร
เจ้าที่เจ้าทาง,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,0.5,4,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||คติความเชื่อและไสยศาสตร์||การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม > คติความเชื่อและไสยศาสตร์ > การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ
เจ้าพระยา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,0.5,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > โครงสร้างสังคมและบุคคลสำคัญ > ฐานันดรศักดิ์และบทบาททางสังคม
เจ้าหญิง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม,ฐานันดรศักดิ์และระบบเครือญาติ,0.75,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม||ฐานันดรศักดิ์และระบบเครือญาติ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม > ฐานันดรศักดิ์และระบบเครือญาติ
เจ้าเงาะ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,0.75,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > นามานุกรมและประเภทตัวละคร > ตัวละครหลักและบทบาทในบทละคร
เจ้าเซ็น,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,0.25,4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||อัตลักษณ์ทางสังคมและกลุ่มคน||กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต > อัตลักษณ์ทางสังคมและกลุ่มคน > กลุ่มชาติพันธุ์และชุมชนท้องถิ่น
เชษฐา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม,ฐานันดรศักดิ์และระบบเครือญาติ,1.0,4,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม||ฐานันดรศักดิ์และระบบเครือญาติ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน > สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม > ฐานันดรศักดิ์และระบบเครือญาติ
เชิงบันได,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,1.0,4,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||สถาปัตยกรรมและพุทธศิลป์||ศาสนสถานและปูชนียวัตถุ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง > สถาปัตยกรรมและพุทธศิลป์ > ศาสนสถานและปูชนียวัตถุ
เชิงมวย,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,0.75,4,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,ศิลปะการแสดงและดนตรี > นาฏยศิลป์และการแสดง > กระบวนท่ารำและจารีตการแสดง
เชียงใหม่,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,1.0,4,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่ > ภูมิศาสตร์และอาณาบริเวณ > เขตปกครองและภูมิภาค
